SIEMBRA,PRODUCCION,VERDE_ACTUAL,label,prediction
0.0,0.0,25.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,0.0,32.0,0.0,0.0
212.0,4.0,212.0,3.5,2.12488372093023
0.0,0.0,2.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.6,1.4369552134359687
331.0,0.0,331.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,35.0,0.0,0.0
0.0,0.0,6.0,0.0,0.0
0.0,1.0,5.0,0.6,1.4369552134359687
0.0,0.0,2.0,0.0,0.0
0.0,34.0,19.0,0.3,1.4369552134359687
0.0,0.0,2.0,0.0,0.0
0.0,0.0,9.0,0.0,0.0
48.0,84.0,72.0,1.0,1.1815357900829635
0.0,0.0,4.0,0.0,0.0
0.0,46.0,0.0,1.5,1.8551841028638236
0.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,3.0,2.0,0.7,1.4369552134359687
0.0,93.0,324.0,3.31,2.101246404602108
110.0,0.0,110.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
26.0,0.0,46.0,0.0,0.0
0.0,0.0,20.0,0.0,0.0
0.0,0.0,8.0,0.0,0.0
0.0,13.0,49.0,1.6,2.243247033441208
164.0,0.0,191.0,0.0,0.0
0.0,0.0,7.0,0.0,0.0
0.0,0.0,8.0,0.0,0.0
0.0,0.0,22.0,0.0,0.0
0.0,0.0,15.0,0.0,0.0
2.0,38.0,5.0,1.0,1.1815357900829635
0.0,0.0,2.0,0.0,0.0
0.0,0.0,28.0,0.0,0.0
0.0,7.0,4.0,0.3,1.4369552134359687
0.0,0.0,3.0,0.0,0.0
0.0,14.0,13.0,1.1,1.4369552134359687
0.0,6.0,13.0,5.0,1.4369552134359687
15.0,0.0,25.0,0.0,0.0
0.0,4.0,0.0,3.0,2.5351184110007643
0.0,0.0,9.0,0.0,0.0
0.0,460.0,5.0,1.5,0.98053425938293
0.0,0.0,46.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,210.0,246.0,3.31,0.98053425938293
26.0,0.0,26.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
77.0,7.0,77.0,3.2,2.243247033441208
0.0,0.0,7.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
194.0,0.0,226.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0
0.0,0.0,56.0,0.0,0.0
3.0,0.0,5.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,2.0,1.0,0.7,1.4369552134359687
0.0,346.0,0.0,3.31,1.8551841028638236
63.0,0.0,183.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
60.0,0.0,60.0,0.0,0.0
0.0,0.0,15.0,0.0,0.0
0.0,2.0,3.0,1.6,1.4369552134359687
0.0,0.0,11.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,107.0,0.0,0.0
0.0,1.0,8.0,0.6,1.4369552134359687
0.0,0.0,1.0,0.0,0.0
0.0,2.0,2.0,0.3,1.4369552134359687
0.0,7.0,68.0,1.1,2.243247033441208
8.0,0.0,8.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
3.0,0.0,3.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0
0.0,2.0,1.0,0.7,1.4369552134359687
0.0,76.0,0.0,3.31,1.8551841028638236
31.0,0.0,31.0,0.0,0.0
2.0,0.0,2.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
45.0,0.0,45.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
245.0,0.0,245.0,0.0,0.0
0.0,1.0,5.0,0.6,1.4369552134359687
0.0,4.0,2.0,0.3,1.4369552134359687
0.0,1.0,1.0,1.0,1.4369552134359687
16.0,0.0,16.0,0.0,0.0
0.0,0.0,9.0,0.0,0.0
2.0,0.0,2.0,0.0,0.0
0.0,0.0,5.0,0.0,0.0
1300.0,0.0,1420.0,0.0,0.0
0.0,0.0,109.0,0.0,0.0
0.0,0.0,30.0,0.0,0.0
0.0,0.0,60.0,0.0,0.0
0.0,37.0,141.0,1.2,1.1815357900829635
180.0,450.0,619.0,0.9,1.3215043394406953
0.0,1.0,4.0,1.0,1.4369552134359687
0.0,10.0,792.0,2.5,3.279145299145299
0.0,225.0,642.0,1.0,1.3215043394406953
6.0,90.0,8.0,1.0,1.1815357900829635
0.0,0.0,5.0,0.0,0.0
0.0,0.0,308.0,0.0,0.0
0.0,2.0,10.0,0.6,1.4369552134359687
0.0,0.0,12.0,0.0,0.0
0.0,0.0,6.0,0.0,0.0
0.0,23.0,38.0,0.8,2.243247033441208
0.0,0.0,1.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0
0.0,0.0,11.0,0.0,0.0
0.0,0.0,71.0,0.0,0.0
0.0,0.0,15.0,0.0,0.0
0.0,0.0,28.0,0.0,0.0
0.0,18.0,35.0,2.93,2.243247033441208
3200.0,0.0,3200.0,0.0,0.0
0.0,0.0,200.0,0.0,0.0
0.0,0.0,20.0,0.0,0.0
0.0,0.0,67.0,0.0,0.0
0.0,0.0,11.0,0.0,0.0
0.0,0.0,4103.0,0.0,0.0
0.0,0.0,62.0,0.0,0.0
0.0,3060.0,9738.0,1.2,1.3215043394406953
80.0,300.0,344.0,0.9,0.98053425938293
0.0,2.7,10.0,1.0,1.4369552134359687
0.0,190.0,14440.0,2.5,1.3215043394406953
0.0,135.0,240.0,1.0,0.98053425938293
5.0,90.0,21.0,1.0,1.1815357900829635
0.0,0.0,45.0,0.0,0.0
0.0,0.0,300.0,0.0,0.0
0.0,2.0,20.0,0.6,1.4369552134359687
0.0,0.0,65.0,0.0,0.0
0.0,8.0,30.0,1.5,1.4369552134359687
0.0,0.0,137.0,0.0,0.0
0.0,186.0,246.0,1.0,0.98053425938293
0.0,0.0,81.0,0.0,0.0
0.0,0.0,15.0,0.0,0.0
0.0,0.0,579.0,0.0,0.0
0.0,0.0,20.0,0.0,0.0
0.0,0.0,15.0,0.0,0.0
30.0,0.0,30.0,0.0,0.0
0.0,316.0,158.0,2.3,0.98053425938293
0.0,0.0,13.0,0.0,0.0
0.0,35.0,239.0,8.0,3.279145299145299
0.0,42.0,0.0,0.4,1.8551841028638236
0.0,1841.0,491.0,0.1,0.98053425938293
0.0,7.0,0.0,1.2,2.5351184110007643
0.0,0.0,130.0,0.0,0.0
0.0,89.0,0.0,2.4,1.8551841028638236
0.0,0.0,30.0,0.0,0.0
0.0,6.0,0.0,1.95,2.5351184110007643
0.0,0.0,3.0,0.0,0.0
0.0,1.0,16.0,0.8,1.4369552134359687
0.0,0.0,13.0,0.0,0.0
0.0,200.0,976.0,1.5,1.3215043394406953
0.0,0.0,9.0,0.0,0.0
0.0,46.0,0.0,3.0,1.8551841028638236
0.0,0.0,20.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,123.0,103.0,0.1,0.98053425938293
0.0,0.0,15.0,0.0,0.0
0.0,0.0,7.0,0.0,0.0
5.0,0.0,43.0,0.0,0.0
0.0,596.0,373.0,0.1,0.98053425938293
0.0,32.0,198.0,0.1,3.279145299145299
0.0,0.0,10.0,0.0,0.0
0.0,450.0,280.0,1.3,0.98053425938293
0.0,0.0,1.0,0.0,0.0
0.0,0.0,17.0,0.0,0.0
0.0,40.0,91.0,1.6,1.1815357900829635
3.0,0.0,3.0,0.0,0.0
0.0,0.0,70.0,0.0,0.0
0.0,0.0,151.0,0.0,0.0
0.0,310.0,420.0,0.15,0.98053425938293
0.0,0.0,100.0,0.0,0.0
0.0,0.0,11.0,0.0,0.0
0.0,0.0,90.0,0.0,0.0
0.0,0.0,12.0,0.0,0.0
0.0,0.0,14.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,1012.0,0.0,0.8,1.3700277008310253
0.0,0.0,2530.0,0.0,0.0
0.0,0.0,8.0,0.0,0.0
0.0,6675.0,4451.0,0.1,1.3215043394406953
0.0,0.0,15.0,0.0,0.0
0.0,0.0,61.0,0.0,0.0
0.0,0.0,24.0,0.0,0.0
0.0,280.0,437.0,0.2,0.98053425938293
0.0,0.0,470.0,0.0,0.0
0.0,0.0,19.0,0.0,0.0
12.0,0.0,12.0,0.0,0.0
0.0,0.0,119.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,30.0,300.0,8.0,3.279145299145299
0.0,0.0,15.0,0.0,0.0
0.0,2700.0,427.0,0.1,0.98053425938293
0.0,0.0,5.0,0.0,0.0
0.0,0.0,9.0,0.0,0.0
0.0,0.0,30.0,0.0,0.0
0.0,1.0,2.0,0.8,1.4369552134359687
0.0,0.0,10.0,0.0,0.0
10.0,296.0,39.0,0.8,0.98053425938293
0.0,0.0,159.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
15.0,0.0,15.0,0.0,0.0
0.0,1.0,10.0,0.4,1.4369552134359687
0.0,133.0,95.0,0.1,0.98053425938293
0.0,0.0,4.0,0.0,0.0
0.0,41.0,20.0,0.1,1.1815357900829635
0.0,0.0,146.0,0.0,0.0
3.0,8.0,61.0,1.7,2.243247033441208
0.0,0.0,28.0,0.0,0.0
0.0,0.0,5.0,0.0,0.0
2.0,0.0,2.0,0.0,0.0
0.0,330.0,0.0,2.2,1.8551841028638236
0.0,50.0,8.0,0.1,1.1815357900829635
0.0,12.0,0.0,1.2,2.5351184110007643
0.0,0.0,10.0,0.0,0.0
0.0,0.0,75.0,0.0,0.0
0.0,140.0,0.0,2.5,1.8551841028638236
0.0,7.0,0.0,1.8,2.5351184110007643
0.0,150.0,50.0,1.4,0.98053425938293
0.0,0.0,1.0,0.0,0.0
0.0,0.0,390.0,0.0,0.0
0.0,0.0,14.0,0.0,0.0
0.0,80.0,20.0,0.1,1.1815357900829635
0.0,1.0,10.0,0.1,1.4369552134359687
0.0,370.0,100.0,1.2,0.98053425938293
0.0,0.0,15.0,0.0,0.0
19.0,0.0,19.0,0.0,0.0
0.0,0.0,146.0,0.0,0.0
0.0,0.0,28.0,0.0,0.0
0.0,105.0,701.0,8.0,2.101246404602108
0.0,1400.0,394.0,0.1,0.98053425938293
0.0,0.0,73.0,0.0,0.0
0.0,0.0,20.0,0.0,0.0
0.0,0.0,22.0,0.0,0.0
0.0,0.0,49.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,22.0,0.0,0.0
10.0,0.0,34.0,0.0,0.0
0.0,0.0,330.0,0.0,0.0
0.0,0.0,12.0,0.0,0.0
9.0,8.0,10.0,3.5,1.4369552134359687
0.0,2.0,20.0,0.5,1.4369552134359687
0.0,0.0,2.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0
0.0,428.0,285.0,0.1,0.98053425938293
0.0,0.0,20.0,0.0,0.0
0.0,0.0,6.0,0.0,0.0
0.0,800.0,538.0,0.1,1.3215043394406953
0.0,18.0,329.0,0.2,3.279145299145299
0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
2.0,8.0,28.0,1.6,1.4369552134359687
0.0,0.0,22.0,0.0,0.0
25.0,0.0,25.0,0.0,0.0
0.0,50.0,0.0,2.0,1.8551841028638236
0.0,31.0,609.0,7.0,3.279145299145299
0.0,150.0,40.0,0.2,0.98053425938293
0.0,0.0,58.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,0.0,345.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,8.0,0.0,0.0
0.0,496.0,0.0,1.0,1.8551841028638236
0.0,0.0,14.0,0.0,0.0
0.0,0.0,38.0,0.0,0.0
0.0,0.0,8.0,0.0,0.0
0.0,0.0,350.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
60.0,0.0,70.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0
0.0,1.0,9.0,0.4,1.4369552134359687
0.0,891.0,1605.0,1.0,1.3215043394406953
0.0,0.0,1.0,0.0,0.0
0.0,159.0,183.0,1.5,0.98053425938293
930.0,0.0,1083.0,0.0,0.0
0.0,24.0,30.0,2.0,1.4369552134359687
0.0,9.0,42.0,5.0,2.243247033441208
0.0,0.0,1.0,0.0,0.0
0.0,0.0,29.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,75.0,0.0,3.2,1.8551841028638236
0.0,20.0,0.0,1.95,2.5351184110007643
0.0,3.0,9.0,0.7,1.4369552134359687
35.0,656.0,48.0,0.82,0.98053425938293
0.0,420.0,130.0,1.6,0.98053425938293
0.0,0.0,6.0,0.0,0.0
18.0,9.0,18.0,4.0,1.4369552134359687
0.0,0.0,8.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,0.0,80.0,0.0,0.0
0.0,0.0,97.0,0.0,0.0
0.0,0.0,21.0,0.0,0.0
0.0,2.0,20.0,0.8,1.4369552134359687
0.0,0.0,1.0,0.0,0.0
0.0,0.0,65.0,0.0,0.0
2.0,4.0,13.0,1.4,1.4369552134359687
0.0,138.0,720.0,2.2,1.3215043394406953
0.0,0.0,35.0,0.0,0.0
0.0,0.0,184.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,216.0,170.0,0.2,0.98053425938293
0.0,0.0,6.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,0.0,6.0,0.0,0.0
0.0,544.0,275.0,2.8,0.98053425938293
0.0,0.0,5.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,180.0,160.0,0.9,0.98053425938293
0.0,910.0,750.0,1.6,1.3215043394406953
0.0,0.0,10.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,591.0,0.0,0.0
0.0,0.0,25.0,0.0,0.0
0.0,0.0,133.0,0.0,0.0
0.0,0.0,52.0,0.0,0.0
0.0,5.0,36.0,0.8,2.243247033441208
0.0,0.0,6.0,0.0,0.0
0.0,180.0,150.0,1.3,0.98053425938293
0.0,0.0,98.0,0.0,0.0
0.0,0.0,37.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
10.0,0.0,10.0,0.0,0.0
0.0,4.0,0.0,2.0,2.5351184110007643
0.0,0.0,1.0,0.0,0.0
0.0,20.0,160.0,8.0,3.279145299145299
0.0,194.0,155.0,0.1,0.98053425938293
0.0,0.0,10.0,0.0,0.0
0.0,0.0,5.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.8,1.4369552134359687
0.0,0.0,3.0,0.0,0.0
0.0,40.0,84.0,0.8,1.1815357900829635
0.0,12.0,0.0,1.5,2.5351184110007643
0.0,0.0,1.0,0.0,0.0
3.0,0.0,3.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,23.0,15.0,0.1,1.4369552134359687
0.0,0.0,2.0,0.0,0.0
0.0,160.0,80.0,0.1,0.98053425938293
0.0,33.0,165.0,0.1,3.279145299145299
0.0,0.0,5.0,0.0,0.0
0.0,4.0,23.0,1.5,1.4369552134359687
350.0,0.0,350.0,0.0,0.0
0.0,0.0,18.0,0.0,0.0
0.0,3.0,50.0,6.0,4.416518518518519
0.0,0.0,245.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,40.0,45.0,0.8,1.1815357900829635
100.0,0.0,100.0,0.0,0.0
0.0,0.0,8.0,0.0,0.0
0.0,0.0,20.0,0.0,0.0
0.0,5.0,25.0,1.5,1.4369552134359687
0.0,2.0,5.0,1.5,1.4369552134359687
0.0,0.0,35.0,0.0,0.0
0.0,0.0,70.0,0.0,0.0
0.0,0.0,42.0,0.0,0.0
0.0,6.0,0.0,7.0,2.5351184110007643
0.0,60.0,30.0,0.25,1.1815357900829635
0.0,102.0,161.0,2.5,1.1815357900829635
22.0,80.0,100.0,1.5,1.1815357900829635
0.0,0.0,20.0,0.0,0.0
0.0,0.0,18.0,0.0,0.0
0.0,30.0,10.0,0.15,1.4369552134359687
0.0,0.0,46.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0
0.0,0.0,15.0,0.0,0.0
0.0,0.0,15.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,1.0,3.0,1.0,1.4369552134359687
0.0,60.0,528.0,1.3,2.101246404602108
0.0,0.0,40.0,0.0,0.0
0.0,0.0,24.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,18.0,0.0,0.0
0.0,200.0,150.0,0.15,0.98053425938293
0.0,0.0,5.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0
40.0,291.0,94.0,0.9,0.98053425938293
0.0,208.0,100.0,0.15,0.98053425938293
0.0,3.0,10.0,0.3,1.4369552134359687
0.0,340.0,100.0,1.2,0.98053425938293
0.0,0.0,1.0,0.0,0.0
0.0,0.0,68.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,400.0,0.0,0.0
0.0,76.0,0.0,2.0,1.8551841028638236
0.0,23.0,0.0,1.5,2.5351184110007643
0.0,0.0,52.0,0.0,0.0
0.0,1.0,53.0,5.0,4.416518518518519
0.0,34.0,1700.0,6.0,3.279145299145299
0.0,32.0,0.0,1.2,2.5351184110007643
0.0,515.0,200.0,0.15,0.98053425938293
0.0,12.0,0.0,1.0,2.5351184110007643
0.0,0.0,15.0,0.0,0.0
0.0,0.0,15.0,0.0,0.0
0.0,0.0,20.0,0.0,0.0
0.0,10.0,0.0,2.5,2.5351184110007643
0.0,0.0,40.0,0.0,0.0
0.0,9.0,0.0,1.5,2.5351184110007643
0.0,0.0,2.0,0.0,0.0
0.0,1.0,5.0,0.8,1.4369552134359687
0.0,0.0,3.0,0.0,0.0
0.0,95.0,40.0,1.2,1.1815357900829635
0.0,31.0,0.0,1.2,2.5351184110007643
0.0,2.0,7.0,1.0,1.4369552134359687
0.0,0.0,20.0,0.0,0.0
0.0,9.0,37.0,1.5,2.243247033441208
0.0,0.0,150.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,726.0,400.0,0.15,0.98053425938293
0.0,0.0,10.0,0.0,0.0
0.0,0.0,50.0,0.0,0.0
0.0,0.0,5.0,0.0,0.0
0.0,224.0,100.0,0.15,0.98053425938293
0.0,96.0,300.0,0.3,2.101246404602108
0.0,0.0,30.0,0.0,0.0
0.0,17.0,6.0,1.0,1.4369552134359687
0.0,0.0,1.0,0.0,0.0
0.0,0.0,20.0,0.0,0.0
0.0,30.0,8.0,1.5,1.4369552134359687
0.0,2.0,1.0,7.0,1.4369552134359687
0.0,38.0,19.0,0.25,1.1815357900829635
0.0,18.0,115.0,2.2,3.279145299145299
2.0,55.0,7.0,1.5,1.1815357900829635
0.0,13.0,645.0,6.0,3.279145299145299
0.0,5.0,13.0,0.7,1.4369552134359687
0.0,519.0,182.0,0.15,0.98053425938293
0.0,0.0,35.0,0.0,0.0
0.0,0.0,30.0,0.0,0.0
0.0,0.0,18.0,0.0,0.0
0.0,0.0,14.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,0.0,50.0,0.0,0.0
0.0,5.0,7.0,1.0,1.4369552134359687
0.0,0.0,10.0,0.0,0.0
0.0,108.0,50.0,0.15,1.1815357900829635
0.0,0.0,4.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
10.0,199.0,148.0,1.0,0.98053425938293
0.0,120.0,50.0,0.15,0.98053425938293
0.0,50.0,155.0,0.3,1.1815357900829635
0.0,95.0,7.0,1.4,1.1815357900829635
4.0,0.0,49.0,0.0,0.0
0.0,0.0,22.0,0.0,0.0
0.0,257.0,5.0,3.0,0.98053425938293
0.0,8.0,40.0,5.5,2.243247033441208
0.0,108.0,1320.0,8.0,2.101246404602108
0.0,40.0,16.0,1.1,1.1815357900829635
0.0,1560.0,1382.0,0.3,1.3215043394406953
0.0,16.0,0.0,1.0,2.5351184110007643
0.0,0.0,10.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,36.0,140.0,3.0,1.1815357900829635
0.0,0.0,10.0,0.0,0.0
0.0,45.0,0.0,2.8,1.8551841028638236
0.0,0.0,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,824.0,0.0,1.2,1.3700277008310253
0.0,0.0,10.0,0.0,0.0
0.0,0.0,6.0,0.0,0.0
0.0,0.0,20.0,0.0,0.0
0.0,0.0,14.0,0.0,0.0
0.0,0.0,400.0,0.0,0.0
0.0,0.0,6.0,0.0,0.0
0.0,0.0,110.0,0.0,0.0
0.0,1800.0,1200.0,0.3,1.3215043394406953
0.0,360.0,1200.0,0.5,1.3215043394406953
0.0,960.0,200.0,1.2,0.98053425938293
0.0,0.0,1.0,0.0,0.0
0.0,0.0,300.0,0.0,0.0
0.0,0.0,40.0,0.0,0.0
0.0,5.0,0.0,1.5,2.5351184110007643
0.0,0.0,54.0,0.0,0.0
0.0,1.0,60.0,5.0,4.416518518518519
0.0,10.0,500.0,6.0,3.279145299145299
0.0,33.0,1.0,1.2,1.4369552134359687
0.0,272.0,100.0,0.15,0.98053425938293
0.0,7.0,3.0,0.9,1.4369552134359687
0.0,0.0,2.0,0.0,0.0
0.0,0.0,5.0,0.0,0.0
0.0,23.0,0.0,2.5,2.5351184110007643
0.0,0.0,2.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,34.0,1.0,1.2,1.4369552134359687
0.0,19.0,0.0,1.2,2.5351184110007643
0.0,0.0,5.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,0.0,5.0,0.0,0.0
0.0,176.0,100.0,0.15,0.98053425938293
0.0,0.0,4.0,0.0,0.0
0.0,0.0,14.0,0.0,0.0
0.0,217.0,100.0,0.15,0.98053425938293
0.0,3.0,9.0,0.3,1.4369552134359687
0.0,20.0,9.0,1.0,1.4369552134359687
0.0,27.0,4.0,1.5,1.4369552134359687
0.0,20.0,0.0,2.0,2.5351184110007643
0.0,63.0,0.0,1.8,1.8551841028638236
0.0,1.0,60.0,5.0,4.416518518518519
0.0,20.0,1000.0,6.0,3.279145299145299
0.0,287.0,100.0,0.15,0.98053425938293
0.0,6.0,3.0,0.9,1.4369552134359687
0.0,0.0,15.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,0.0,80.0,0.0,0.0
0.0,35.0,0.0,2.5,2.5351184110007643
0.0,0.0,20.0,0.0,0.0
0.0,11.0,7.0,1.5,1.4369552134359687
0.0,0.0,1.0,0.0,0.0
0.0,3.0,10.0,0.8,1.4369552134359687
0.0,48.0,50.0,1.2,1.1815357900829635
0.0,38.0,0.0,1.2,1.8551841028638236
0.0,0.0,55.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,90.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,717.0,350.0,0.15,0.98053425938293
0.0,0.0,8.0,0.0,0.0
0.0,0.0,45.0,0.0,0.0
0.0,0.0,6.0,0.0,0.0
0.0,217.0,100.0,0.15,0.98053425938293
0.0,83.0,260.0,0.3,2.101246404602108
0.0,9.0,40.0,1.8,2.243247033441208
0.0,27.0,15.0,1.0,1.4369552134359687
0.0,11.0,3.0,1.5,1.4369552134359687
0.0,0.0,0.0,0.0,0.0
0.0,35.0,183.0,2.5,3.279145299145299
0.0,0.0,10.0,0.0,0.0
0.0,2.0,115.0,6.0,4.416518518518519
7.0,15.0,68.0,0.8,2.243247033441208
0.0,1491.0,500.0,0.15,0.98053425938293
0.0,0.0,30.0,0.0,0.0
0.0,0.0,178.0,0.0,0.0
0.0,0.0,15.0,0.0,0.0
0.0,0.0,32.0,0.0,0.0
0.0,0.0,28.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,2.0,6.0,0.9,1.4369552134359687
0.0,0.0,2.0,0.0,0.0
0.0,0.0,50.0,0.0,0.0
0.0,2.0,4.0,0.8,1.4369552134359687
0.0,0.0,5.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0
0.0,100.0,50.0,0.15,1.1815357900829635
0.0,0.0,3.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0
16.0,202.0,77.0,0.9,0.98053425938293
0.0,112.0,50.0,0.15,1.1815357900829635
0.0,35.0,109.0,0.3,3.279145299145299
